AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ
6.9914,2.3081,6.9771,0.6184,-0.0968,-0.1051,19.6502,19.6502,19.6502
6.9507,2.1286,7.1758,0.6872,-0.0627,-0.115,19.6502,19.6502,19.6502
6.9507,2.1286,7.1758,0.6872,-0.0627,-0.115,19.6502,19.6502,19.6502
6.9364,2.0807,7.1925,0.8033,-0.0044,-0.0878,19.6502,19.6502,19.6502
6.8526,2.0256,7.6786,0.8312,0.0707,-0.0508,19.6502,19.6502,19.6502
6.8526,2.0256,7.6786,0.8312,0.0707,-0.0508,19.6502,19.6502,19.6502
6.7520000000000024,1.7335,8.1982,0.7924,0.2283,0.0024,19.6502,19.6502,19.6502
6.6251,1.3528,8.6172,0.7433,0.4651,0.1092,20.721999999999998,20.721999999999998,20.721999999999998
5.4184,1.2427,9.0314,0.4283,0.7474,0.2672,20.721999999999998,20.721999999999998,20.721999999999998
5.4184,1.2427,9.0314,0.4283,0.7474,0.2672,20.721999999999998,20.721999999999998,20.721999999999998
4.3098,0.68,8.0665,0.9766,0.5959,0.6888,20.721999999999998,20.721999999999998,20.721999999999998
4.3098,0.68,8.0665,0.9766,0.5959,0.6888,20.721999999999998,20.721999999999998,20.721999999999998
5.4662,1.6521,8.5932,2.574,0.2089,1.1591,20.721999999999998,20.721999999999998,20.721999999999998
6.7975,2.5452,6.989,2.8076,0.1378,0.8275,20.721999999999998,20.721999999999998,20.721999999999998
7.4296,3.1916,7.3649,2.2574,-0.2936,0.3058,20.721999999999998,20.721999999999998,20.721999999999998
7.4296,3.1916,7.3649,2.2574,-0.2936,0.3058,20.721999999999998,20.721999999999998,20.721999999999998
8.6244,3.0743,6.6610000000000005,1.6909,-0.4497,-0.1717,16.792,16.792,16.792
9.0434,2.6649,5.7607,1.0603,-0.3173,-0.6659999999999999,16.792,16.792,16.792
9.0434,2.6649,5.7607,1.0603,-0.3173,-0.6659999999999999,16.792,16.792,16.792
7.681,1.9729,5.6793,0.4472,-0.2465,-0.9457,16.792,16.792,16.792
7.3051,2.8564,6.23,0.5103,-0.2273,-0.7725,16.792,16.792,16.792
7.3051,2.8564,6.23,0.5103,-0.2273,-0.7725,16.792,16.792,16.792
7.9923,4.2787,5.4016,0.8011,-0.0108,-0.6943,16.792,16.792,16.792
7.7624,4.6953,5.1119,0.3857,0.1186,-0.9481,16.792,16.792,16.792
7.7624,4.6953,5.1119,0.3857,0.1186,-0.9481,16.792,16.792,16.792
6.7233,3.2874,5.8661,-0.0977,0.1636,-1.1142,16.792,16.792,16.792
5.4854,3.2443,6.3114,0.0187,0.2446,-0.7848,14.1124,14.1124,14.1124
5.4854,3.2443,6.3114,0.0187,0.2446,-0.7848,14.1124,14.1124,14.1124
6.005,4.4846,5.4375,0.5828,0.3224,-0.3776,14.1124,14.1124,14.1124
6.345,5.0113,5.495,0.46,0.2361,-0.4498,14.1124,14.1124,14.1124
6.345,5.0113,5.495,0.46,0.2361,-0.4498,14.1124,14.1124,14.1124
6.2923,4.044,5.7823,-0.0053,0.1487,-0.7041,14.1124,14.1124,14.1124
5.8924,2.8516,6.8478,-0.3086,0.1066,-0.6903,14.1124,14.1124,14.1124
5.8924,2.8516,6.8478,-0.3086,0.1066,-0.6903,14.1124,14.1124,14.1124
5.4447,2.6792,7.4655,-0.1174,0.1082,-0.5014,14.1124,14.1124,14.1124
3.6154,3.3784,7.4966,0.2552,0.0347,-0.3382,13.5765,13.5765,13.5765
3.6154,3.3784,7.4966,0.2552,0.0347,-0.3382,13.5765,13.5765,13.5765
5.0712,4.3529,9.7545,0.9031,-0.3781,0.0629,13.5765,13.5765,13.5765
6.0217,4.2523,7.9587,0.5021,-0.345,-0.0751,13.5765,13.5765,13.5765
6.0217,4.2523,7.9587,0.5021,-0.345,-0.0751,13.5765,13.5765,13.5765
5.8038,3.5125,7.7792,0.1913,-0.2859,-0.2173,13.5765,13.5765,13.5765
5.6482,3.7039999999999997,7.1207,0.4373,-0.1698,-0.14400000000000002,13.5765,13.5765,13.5765
5.6482,3.7039999999999997,7.1207,0.4373,-0.1698,-0.14400000000000002,13.5765,13.5765,13.5765
5.665,4.0632,6.8262,0.6706,-0.1288,-0.1044,13.5765,13.5765,13.5765
5.4471,4.0296,6.763999999999999,0.6302,-0.1155,-0.1922,13.5765,13.5765,13.5765
5.4471,4.0296,6.763999999999999,0.6302,-0.1155,-0.1922,13.5765,13.5765,13.5765
5.8805,3.6681,6.309,0.4339,-0.1509,-0.3097,13.5765,13.5765,13.5765
5.8876,3.2204,6.6826,0.077,-0.27899999999999997,-0.3707,13.5765,13.5765,13.5765
5.8876,3.2204,6.6826,0.077,-0.27899999999999997,-0.3707,13.5765,13.5765,13.5765
4.7455,3.2467,7.9108,0.0424,-0.3408,-0.34,13.5765,13.5765,13.5765
5.1622,2.5045,7.2572,0.5383,-0.1341,-0.2631,13.5765,13.5765,13.5765
5.1622,2.5045,7.2572,0.5383,-0.1341,-0.2631,13.5765,13.5765,13.5765
5.4399,3.2491,6.5652,0.9359,-0.0265,-0.1099,13.5765,13.5765,13.5765
5.3346,3.9243,6.1654,0.9841,-0.0548,-0.0942,16.0774,16.0774,16.0774
5.3346,3.9243,6.1654,0.9841,-0.0548,-0.0942,16.0774,16.0774,16.0774
5.3393,3.5436,6.4048,0.6358,-0.1424,-0.2186,16.0774,16.0774,16.0774
4.9347,3.0983,6.9675,0.3455,-0.156,-0.2633,16.0774,16.0774,16.0774
4.9347,3.0983,6.9675,0.3455,-0.156,-0.2633,16.0774,16.0774,16.0774
4.9922,2.9259,6.91,0.4725,-0.0377,-0.1803,16.0774,16.0774,16.0774
5.2891,3.3353,6.4910000000000005,0.7963,0.0614,-0.0122,16.0774,16.0774,16.0774
5.2891,3.3353,6.4910000000000005,0.7963,0.0614,-0.0122,16.0774,16.0774,16.0774
5.2292,3.9722,6.515,0.8323,0.076,0.0608,16.0774,16.0774,16.0774
5.5357,4.0823,6.5724,0.6413,0.0347,-0.0487,16.0774,16.0774,16.0774
5.5357,4.0823,6.5724,0.6413,0.0347,-0.0487,16.0774,16.0774,16.0774
6.0337,3.6322,7.2524,0.4645,-0.0774,-0.1685,23.4016,23.4016,23.4016
6.0744,3.5364,8.1263,0.4102,-0.165,-0.1294,23.4016,23.4016,23.4016
6.0744,3.5364,8.1263,0.4102,-0.165,-0.1294,23.4016,23.4016,23.4016
6.3641,3.9099,8.5932,0.4824,-0.156,-0.042,23.4016,23.4016,23.4016
6.6993,4.5396,8.7991,0.4331,-0.1456,-0.0284,23.4016,23.4016,23.4016
6.6993,4.5396,8.7991,0.4331,-0.1456,-0.0284,23.4016,23.4016,23.4016
6.5868,4.8365,9.4504,0.2126,-0.1615,-0.1446,23.4016,23.4016,23.4016
6.5054,4.5396,9.8598,0.0147,-0.067,-0.2873,23.4016,23.4016,23.4016
6.5054,4.5396,9.8598,0.0147,-0.067,-0.2873,23.4016,23.4016,23.4016
5.6147,4.6929,10.104,-0.013000000000000001,0.1333,-0.28600000000000003,28.0462,28.0462,28.0462
7.7456,3.4071,8.3586,0.3567,0.4568,-0.2926,28.0462,28.0462,28.0462
7.7456,3.4071,8.3586,0.3567,0.4568,-0.2926,28.0462,28.0462,28.0462
6.1079,4.4726,7.1207,-0.1304,0.2164,-0.2279,28.0462,28.0462,28.0462
3.5819,4.147,7.5565,-0.6311,-0.2979,-0.2061,28.0462,28.0462,28.0462
3.5819,4.147,7.5565,-0.6311,-0.2979,-0.2061,28.0462,28.0462,28.0462
4.1254,3.534,8.6339,-0.111,-0.8849,-0.0119,28.0462,28.0462,28.0462
6.4527,3.1653,8.756,0.4557,-1.0849,0.1433,28.0462,28.0462,28.0462
6.4527,3.1653,8.756,0.4557,-1.0849,0.1433,28.0462,28.0462,28.0462
7.2237,3.2922,7.7121,0.5186,-0.8002,0.1806,22.3298,22.3298,22.3298
7.59,3.1342,6.8621,0.359,-0.4846,0.1377,22.3298,22.3298,22.3298
