AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ
5.914,-4.9371,6.3976,0.1105,-0.0183,0.149,-31.9762,-31.9762,-31.9762
5.9092,-4.8892,6.2659,0.0865,0.0024,0.1266,-31.9762,-31.9762,-31.9762
5.9092,-4.8892,6.2659,0.0865,0.0024,0.1266,-31.9762,-31.9762,-31.9762
5.9283,-5.2579,6.1175,0.0106,-0.0029,0.0957,-31.9762,-31.9762,-31.9762
5.914,-5.2268,6.2181,0.0447,-0.0309,0.1312,-31.9762,-31.9762,-31.9762
5.914,-5.2268,6.2181,0.0447,-0.0309,0.1312,-31.9762,-31.9762,-31.9762
5.8852,-4.9395,6.3785,0.0737,-0.0466,0.1639,-30.3685,-30.3685,-30.3685
5.8757,-4.7503,6.4671,0.0396,-0.0354,0.1333,-30.3685,-30.3685,-30.3685
5.8757,-4.7503,6.4671,0.0396,-0.0354,0.1333,-30.3685,-30.3685,-30.3685
5.8757,-4.8964,6.3282,-0.0107,-0.0117,0.075,-30.3685,-30.3685,-30.3685
5.8996,-5.1478,6.1869,-0.0464,-0.0072,0.0414,-30.3685,-30.3685,-30.3685
5.8996,-5.1478,6.1869,-0.0464,-0.0072,0.0414,-30.3685,-30.3685,-30.3685
5.9044,-5.2579,6.2276,-0.0325,-0.025,0.0582,-30.3685,-30.3685,-30.3685
5.8876,-5.155,6.3809,0.0202,-0.0386,0.1,-30.3685,-30.3685,-30.3685
5.8876,-5.155,6.3809,0.0202,-0.0386,0.1,-30.3685,-30.3685,-30.3685
5.8685,-4.9084,6.479,0.0641,-0.0255,0.1194,-30.7258,-30.7258,-30.7258
5.8757,-4.9323,6.3593,0.042,-0.0008,0.0891,-30.7258,-30.7258,-30.7258
5.8757,-4.9323,6.3593,0.042,-0.0008,0.0891,-30.7258,-30.7258,-30.7258
5.8876,-5.0975,6.242000000000001,-0.0054,0.0096,0.06,-30.7258,-30.7258,-30.7258
5.8733,-5.2053,6.2588,-0.0,0.0016,0.0638,-30.7258,-30.7258,-30.7258
5.8733,-5.2053,6.2588,-0.0,0.0016,0.0638,-30.7258,-30.7258,-30.7258
5.8924,-5.4255,6.2995,0.045,-0.0104,0.096,-30.7258,-30.7258,-30.7258
5.8517,-5.0161,6.3713,-0.0253,-0.0056,0.0976,-30.7258,-30.7258,-30.7258
5.8733,-5.0975,6.1893,-0.053,0.0115,0.063,-30.7258,-30.7258,-30.7258
5.8733,-5.0975,6.1893,-0.053,0.0115,0.063,-30.7258,-30.7258,-30.7258
5.8781,-5.4184,6.1558,-0.0648,-0.0037,0.0646,-30.1899,-30.1899,-30.1899
5.8517,-5.4447,6.3593,0.0061,-0.0282,0.1261,-30.1899,-30.1899,-30.1899
5.8517,-5.4447,6.3593,0.0061,-0.0282,0.1261,-30.1899,-30.1899,-30.1899
5.7991,-5.2412,6.6155,0.094,-0.0218,0.2001,-30.1899,-30.1899,-30.1899
5.7919,-5.155,6.4838,0.1464,0.0181,0.23399999999999999,-30.1899,-30.1899,-30.1899
5.7919,-5.155,6.4838,0.1464,0.0181,0.23399999999999999,-30.1899,-30.1899,-30.1899
5.8014,-5.1478,6.3306,0.1515,0.040999999999999995,0.2465,-30.1899,-30.1899,-30.1899
5.7703,-5.1406,6.2995,0.1632,0.036000000000000004,0.2585,-30.1899,-30.1899,-30.1899
5.7703,-5.1406,6.2995,0.1632,0.036000000000000004,0.2585,-30.1899,-30.1899,-30.1899
5.7392,-5.3441,6.3114,0.1568,0.0211,0.2648,-30.9044,-30.9044,-30.9044
5.6841,-5.7655,6.5676,0.1861,0.0171,0.3178,-30.9044,-30.9044,-30.9044
5.6841,-5.7655,6.5676,0.1861,0.0171,0.3178,-30.9044,-30.9044,-30.9044
5.5788,-5.6698,6.8454,0.233,0.0394,0.4292,-30.9044,-30.9044,-30.9044
5.1646,-5.5788,6.898,0.1488,0.1058,0.5,-30.9044,-30.9044,-30.9044
5.1646,-5.5788,6.898,0.1488,0.1058,0.5,-30.9044,-30.9044,-30.9044
5.4279,-6.5748,6.1007,0.2301,0.1761,0.5067,-30.9044,-30.9044,-30.9044
3.9674,-6.5317,6.0098,0.4911,-0.009000000000000001,0.6015,-30.9044,-30.9044,-30.9044
3.9674,-6.5317,6.0098,0.4911,-0.009000000000000001,0.6015,-30.9044,-30.9044,-30.9044
4.1446,-5.4974,6.9052,0.9347,-0.3720000000000001,0.6526,-27.6889,-27.6889,-27.6889
4.9155,-4.2499,7.4272,1.0421,-0.5156,0.5043,-27.6889,-27.6889,-27.6889
4.9155,-4.2499,7.4272,1.0421,-0.5156,0.5043,-27.6889,-27.6889,-27.6889
4.8844,-3.7064,7.4871,0.5084,-0.2125,-0.0963,-27.6889,-27.6889,-27.6889
5.6769,-7.7576,6.843,-0.3817,-0.1209,-0.9935,-27.6889,-27.6889,-27.6889
5.6769,-7.7576,6.843,-0.3817,-0.1209,-0.9935,-27.6889,-27.6889,-27.6889
6.8909,-6.242000000000001,5.835,0.1289,-0.0929,-0.6473,-27.6889,-27.6889,-27.6889
7.0393,-5.1813,6.3905,0.2567,0.0512,-0.5983,-27.6889,-27.6889,-27.6889
7.0393,-5.1813,6.3905,0.2567,0.0512,-0.5983,-27.6889,-27.6889,-27.6889
6.593999999999999,-4.566,6.4934,0.1411,0.1798,-0.5903,-25.188000000000002,-25.188000000000002,-25.188000000000002
6.515,-3.8022,6.4192,0.0372,0.2839,-0.565,-25.188000000000002,-25.188000000000002,-25.188000000000002
6.515,-3.8022,6.4192,0.0372,0.2839,-0.565,-25.188000000000002,-25.188000000000002,-25.188000000000002
6.4024,-4.1063,6.5317,-0.1577,0.298,-0.7307,-25.188000000000002,-25.188000000000002,-25.188000000000002
6.6299,-3.8046,6.8885,-0.0759,0.2339,-0.6588,-25.188000000000002,-25.188000000000002,-25.188000000000002
6.6299,-3.8046,6.8885,-0.0759,0.2339,-0.6588,-25.188000000000002,-25.188000000000002,-25.188000000000002
6.819,-3.6633,6.8047,-0.0576,0.2373,-0.447,-25.188000000000002,-25.188000000000002,-25.188000000000002
