AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ
7.7313,-4.2858,4.6665,0.7918,-0.1178,0.4071,-9.8251,-9.8251,-9.8251
7.7313,-4.2858,4.6665,0.7918,-0.1178,0.4071,-9.8251,-9.8251,-9.8251
7.7097,-4.2667,4.7216,0.7896,-0.1056,0.4045,-9.8251,-9.8251,-9.8251
7.6978,-4.3649,4.6833,0.7899,-0.0867,0.3978,-9.8251,-9.8251,-9.8251
7.6978,-4.3649,4.6833,0.7899,-0.0867,0.3978,-9.8251,-9.8251,-9.8251
7.693,-4.463,4.6761,0.8011,-0.0755,0.4074,-10.360999999999999,-10.360999999999999,-10.360999999999999
7.681,-4.553999999999999,4.6689,0.8213,-0.0667,0.4378,-10.360999999999999,-10.360999999999999,-10.360999999999999
7.681,-4.553999999999999,4.6689,0.8213,-0.0667,0.4378,-10.360999999999999,-10.360999999999999,-10.360999999999999
7.6762,-4.4678,4.6067,0.8354,-0.0654,0.4764,-10.360999999999999,-10.360999999999999,-10.360999999999999
7.6499,-4.4487,4.6737,0.8296,-0.0718,0.4974,-10.360999999999999,-10.360999999999999,-10.360999999999999
7.6499,-4.4487,4.6737,0.8296,-0.0718,0.4974,-10.360999999999999,-10.360999999999999,-10.360999999999999
7.6139,-4.5325,4.7503,0.8163,-0.0699,0.5081,-10.360999999999999,-10.360999999999999,-10.360999999999999
7.6044,-4.6498,4.8006,0.8275,-0.0566,0.5312,-10.360999999999999,-10.360999999999999,-10.360999999999999
7.6044,-4.6498,4.8006,0.8275,-0.0566,0.5312,-10.360999999999999,-10.360999999999999,-10.360999999999999
7.5637,-4.7527,4.8868,0.8498,-0.0377,0.5723,-9.4678,-9.4678,-9.4678
7.5325,-4.7791,4.8701,0.9047,-0.0087,0.6274,-9.4678,-9.4678,-9.4678
7.5325,-4.7791,4.8701,0.9047,-0.0087,0.6274,-9.4678,-9.4678,-9.4678
7.5038,-4.7934,4.8126,0.9438,0.015,0.6775,-9.4678,-9.4678,-9.4678
7.4583,-5.0113,4.8509,0.9087,0.0222,0.7206,-9.4678,-9.4678,-9.4678
7.4583,-5.0113,4.8509,0.9087,0.0222,0.7206,-9.4678,-9.4678,-9.4678
7.3817,-5.2962,4.9586,0.8658,0.0292,0.7928,-9.4678,-9.4678,-9.4678
7.3482,-5.3729,4.8916,0.8687,0.0438,0.8996,-9.4678,-9.4678,-9.4678
7.3482,-5.3729,4.8916,0.8687,0.0438,0.8996,-9.4678,-9.4678,-9.4678
7.2955,-5.1717,4.815,0.8445,0.0478,0.9992,-8.2174,-8.2174,-8.2174
7.2452,-5.4016,4.7455,0.4772,0.0281,1.0186,-8.2174,-8.2174,-8.2174
7.2452,-5.4016,4.7455,0.4772,0.0281,1.0186,-8.2174,-8.2174,-8.2174
7.1949,-5.4231,4.7336,0.0727,0.0302,0.9693,-8.2174,-8.2174,-8.2174
6.7185,-6.2612,3.6849,-0.1531,0.1663,0.6327,-8.2174,-8.2174,-8.2174
6.7185,-6.2612,3.6849,-0.1531,0.1663,0.6327,-8.2174,-8.2174,-8.2174
6.3857,-7.1399,3.9243,0.1886,0.0427,0.3035,-8.2174,-8.2174,-8.2174
6.8741,-6.6658,3.977,0.7878,-0.1093,0.1573,-8.2174,-8.2174,-8.2174
6.8741,-6.6658,3.977,0.7878,-0.1093,0.1573,-8.2174,-8.2174,-8.2174
7.5613,-5.9954,4.2763,1.2024,-0.1546,0.1406,-6.0737,-6.0737,-6.0737
7.5613,-5.9954,4.2763,1.2024,-0.1546,0.1406,-6.0737,-6.0737,-6.0737
7.7169,-5.3968,4.3026,1.2397,-0.0774,0.1219,-6.0737,-6.0737,-6.0737
7.5661,-5.1717,4.4295,1.1513,-0.0009,0.0913,-6.0737,-6.0737,-6.0737
7.5661,-5.1717,4.4295,1.1513,-0.0009,0.0913,-6.0737,-6.0737,-6.0737
7.4799,-4.8557,4.5971,1.1271,0.0478,0.0854,-6.0737,-6.0737,-6.0737
7.3266,-4.5708,4.882,1.1193,0.0747,0.0958,-6.0737,-6.0737,-6.0737
7.3266,-4.5708,4.882,1.1193,0.0747,0.0958,-6.0737,-6.0737,-6.0737
7.1973,-4.2906,5.0472,1.138,0.0843,0.1499,-6.0737,-6.0737,-6.0737
7.1327,-4.0704,5.2053,1.0858,0.0736,0.172,-6.0737,-6.0737,-6.0737
7.1327,-4.0704,5.2053,1.0858,0.0736,0.172,-6.0737,-6.0737,-6.0737
7.0369,-3.9554,5.313,0.9436,0.0763,0.1432,-8.9319,-8.9319,-8.9319
6.7376,-3.9985,5.574,0.7909999999999999,0.0736,0.0993,-8.9319,-8.9319,-8.9319
6.7376,-3.9985,5.574,0.7909999999999999,0.0736,0.0993,-8.9319,-8.9319,-8.9319
6.5173,-4.0249,5.756,0.7617,0.0435,0.1195,-8.9319,-8.9319,-8.9319
6.5581,-3.9339,5.8445,0.8291,-0.0196,0.1853,-8.9319,-8.9319,-8.9319
6.5581,-3.9339,5.8445,0.8291,-0.0196,0.1853,-8.9319,-8.9319,-8.9319
6.6275,-3.8405,5.9116,0.8298,-0.0694,0.242,-8.9319,-8.9319,-8.9319
6.6897,-3.8739999999999997,5.8565,0.7651,-0.0856,0.2814,-8.9319,-8.9319,-8.9319
6.6897,-3.8739999999999997,5.8565,0.7651,-0.0856,0.2814,-8.9319,-8.9319,-8.9319
6.7831,-4.0129,5.8637,0.7393,-0.1226,0.3129,-7.5028,-7.5028,-7.5028
6.934,-4.056,5.8421,0.7912,-0.1804,0.3869,-7.5028,-7.5028,-7.5028
6.934,-4.056,5.8421,0.7912,-0.1804,0.3869,-7.5028,-7.5028,-7.5028
7.0656,-3.9219,5.7416,0.8384,-0.2201,0.4937,-7.5028,-7.5028,-7.5028
7.1662,-3.9554,5.4806,0.7966,-0.231,0.5509,-7.5028,-7.5028,-7.5028
7.1662,-3.9554,5.4806,0.7966,-0.231,0.5509,-7.5028,-7.5028,-7.5028
7.329,-4.1206,5.3082,0.6541,-0.2073,0.4908,-7.5028,-7.5028,-7.5028
7.2883,-4.5947,5.0137,0.4498,-0.1392,0.3685,-7.5028,-7.5028,-7.5028
7.2883,-4.5947,5.0137,0.4498,-0.1392,0.3685,-7.5028,-7.5028,-7.5028
7.3051,-5.1047,4.9179,0.3808,-0.1096,0.3283,-7.8601,-7.8601,-7.8601
7.2572,-5.1023,4.8246,0.4599,-0.079,0.4292,-7.8601,-7.8601,-7.8601
7.2572,-5.1023,4.8246,0.4599,-0.079,0.4292,-7.8601,-7.8601,-7.8601
7.2189,-5.1286,4.8198,0.5589999999999999,-0.0555,0.5264,-7.8601,-7.8601,-7.8601
7.1399,-5.1478,4.7934,0.632,-0.0337,0.5243,-7.8601,-7.8601,-7.8601
7.1399,-5.1478,4.7934,0.632,-0.0337,0.5243,-7.8601,-7.8601,-7.8601
7.1351,-5.3058,4.5971,0.6144,0.0009,0.4109,-7.8601,-7.8601,-7.8601
6.9938,-5.5189,4.6881,0.6133,0.0356,0.2913,-7.8601,-7.8601,-7.8601
6.9938,-5.5189,4.6881,0.6133,0.0356,0.2913,-7.8601,-7.8601,-7.8601
6.9627,-5.4112,4.7312,0.7172,0.0542,0.3134,-10.0037,-10.0037,-10.0037
6.9076,-5.1813,4.7719,0.8221,0.0694,0.4071,-10.0037,-10.0037,-10.0037
6.9076,-5.1813,4.7719,0.8221,0.0694,0.4071,-10.0037,-10.0037,-10.0037
6.8334,-4.9874,4.7312,0.9105,0.075,0.4942,-10.0037,-10.0037,-10.0037
5.8134,-6.7544,5.6745,1.0256,-0.3445,0.336,-10.0037,-10.0037,-10.0037
5.8134,-6.7544,5.6745,1.0256,-0.3445,0.336,-10.0037,-10.0037,-10.0037
6.4503,-5.1239,5.5812,1.1633,-0.5333,0.3286,-10.0037,-10.0037,-10.0037
6.6442,-5.0664,5.2627,0.9409,-0.2947,0.1469,-10.0037,-10.0037,-10.0037
6.6442,-5.0664,5.2627,0.9409,-0.2947,0.1469,-10.0037,-10.0037,-10.0037
6.3617,-5.3274,5.4782,0.7169,-0.1226,0.0202,-10.0037,-10.0037,-10.0037
6.5245,-4.7791,5.2795,0.7774,-0.023,0.1392,-10.7183,-10.7183,-10.7183
6.5245,-4.7791,5.2795,0.7774,-0.023,0.1392,-10.7183,-10.7183,-10.7183
6.593999999999999,-4.621,4.9946,0.763,0.0329,0.1725,-10.7183,-10.7183,-10.7183
6.5652,-4.5301,4.9275,0.7891,0.0419,0.1669,-10.7183,-10.7183,-10.7183
6.5652,-4.5301,4.9275,0.7891,0.0419,0.1669,-10.7183,-10.7183,-10.7183
6.6035,-4.3696,5.0161,0.8541,0.0177,0.1728,-10.7183,-10.7183,-10.7183
6.5628,-4.0895,5.2124,0.9172,-0.0217,0.1909,-10.7183,-10.7183,-10.7183
6.5628,-4.0895,5.2124,0.9172,-0.0217,0.1909,-10.7183,-10.7183,-10.7183
6.5245,-3.8932,5.6291,0.9268,-0.0771,0.2178,-10.7183,-10.7183,-10.7183
6.5341,-3.6705,5.8733,0.9497,-0.1186,0.2862,-11.4328,-11.4328,-11.4328
6.5341,-3.6705,5.8733,0.9497,-0.1186,0.2862,-11.4328,-11.4328,-11.4328
6.7233,-3.7112,6.0074,0.93,-0.1599,0.3741,-11.4328,-11.4328,-11.4328
6.9028,-4.0727,6.1558,0.8285,-0.2222,0.4513,-11.4328,-11.4328,-11.4328
6.9028,-4.0727,6.1558,0.8285,-0.2222,0.4513,-11.4328,-11.4328,-11.4328
7.1638,-4.4822,5.9212,0.7145,-0.2683,0.5233,-11.4328,-11.4328,-11.4328
7.4224,-4.8605,5.6291,0.6003,-0.3258,0.5659,-11.4328,-11.4328,-11.4328
7.4224,-4.8605,5.6291,0.6003,-0.3258,0.5659,-11.4328,-11.4328,-11.4328
7.4775,-5.495,5.4686,0.4788,-0.3386,0.4945,-11.4328,-11.4328,-11.4328
7.6116,-6.0696,4.9443,0.4466,-0.2723,0.3707,-8.0387,-8.0387,-8.0387
7.6116,-6.0696,4.9443,0.4466,-0.2723,0.3707,-8.0387,-8.0387,-8.0387
7.59,-6.4455,4.6881,0.4802,-0.2257,0.2641,-8.0387,-8.0387,-8.0387
7.1135,-6.9962,4.4726,0.5337,-0.1453,0.1696,-8.0387,-8.0387,-8.0387
7.1135,-6.9962,4.4726,0.5337,-0.1453,0.1696,-8.0387,-8.0387,-8.0387
7.3745,-6.4599,4.1063,0.8863,-0.1655,0.3688,-8.0387,-8.0387,-8.0387
6.8454,-5.3082,4.8868,1.1127,-0.2334,0.4857,-8.0387,-8.0387,-8.0387
6.8454,-5.3082,4.8868,1.1127,-0.2334,0.4857,-8.0387,-8.0387,-8.0387
6.7065,-5.5141,4.5301,0.8927,-0.0529,0.2228,-8.0387,-8.0387,-8.0387
6.6323,-5.0568,4.6163,0.934,0.0249,0.1504,-10.360999999999999,-10.360999999999999,-10.360999999999999
6.6323,-5.0568,4.6163,0.934,0.0249,0.1504,-10.360999999999999,-10.360999999999999,-10.360999999999999
6.4886,-5.0209,4.7791,0.8607,0.0856,0.0737,-10.360999999999999,-10.360999999999999,-10.360999999999999
6.412000000000001,-4.6115,4.8796,0.9364,0.1163,0.1099,-10.360999999999999,-10.360999999999999,-10.360999999999999
6.412000000000001,-4.6115,4.8796,0.9364,0.1163,0.1099,-10.360999999999999,-10.360999999999999,-10.360999999999999
6.3569,-4.056,5.1741,0.9838,0.0899,0.1869,-10.360999999999999,-10.360999999999999,-10.360999999999999
6.3234,-3.716,5.5548,1.0,0.0324,0.2838,-10.360999999999999,-10.360999999999999,-10.360999999999999
6.3234,-3.716,5.5548,1.0,0.0324,0.2838,-10.360999999999999,-10.360999999999999,-10.360999999999999
6.4575,-3.5125,5.8852,0.9737,-0.0124,0.3664,-10.360999999999999,-10.360999999999999,-10.360999999999999
6.5557,-3.4143,5.8589,0.8908,-0.0353,0.3802,-10.360999999999999,-10.360999999999999,-10.360999999999999
6.5557,-3.4143,5.8589,0.8908,-0.0353,0.3802,-10.360999999999999,-10.360999999999999,-10.360999999999999
6.7472,-3.5747,5.7296,0.7838,-0.0755,0.3568,-8.5746,-8.5746,-8.5746
6.9818,-4.0943,5.7631,0.6834,-0.1522,0.3448,-8.5746,-8.5746,-8.5746
6.9818,-4.0943,5.7631,0.6834,-0.1522,0.3448,-8.5746,-8.5746,-8.5746
7.1303,-4.5277,5.8302,0.6527,-0.2132,0.3525,-8.5746,-8.5746,-8.5746
7.3338,-4.8174,5.7895,0.7199,-0.251,0.376,-8.5746,-8.5746,-8.5746
7.3338,-4.8174,5.7895,0.7199,-0.251,0.376,-8.5746,-8.5746,-8.5746
7.5421,-4.894,5.6602,0.7918,-0.2904,0.3938,-8.5746,-8.5746,-8.5746
7.6331,-5.0448,5.3777,0.7643,-0.3509,0.3651,-8.5746,-8.5746,-8.5746
7.6331,-5.0448,5.3777,0.7643,-0.3509,0.3651,-8.5746,-8.5746,-8.5746
7.5709,-5.3777,5.2603,0.735,-0.4342,0.331,-5.8951,-5.8951,-5.8951
7.4847,-5.6458,5.0855,0.7934,-0.4731,0.3158,-5.8951,-5.8951,-5.8951
7.4847,-5.6458,5.0855,0.7934,-0.4731,0.3158,-5.8951,-5.8951,-5.8951
7.3769,-5.5716,4.8892,0.8421,-0.4497,0.2513,-5.8951,-5.8951,-5.8951
7.1806,-5.7727,4.6043,0.89,-0.3623,0.1176,-5.8951,-5.8951,-5.8951
7.1806,-5.7727,4.6043,0.89,-0.3623,0.1176,-5.8951,-5.8951,-5.8951
7.2069,-5.3489,4.5516,1.0229,-0.3474,0.1288,-5.8951,-5.8951,-5.8951
7.0202,-4.9682,4.8581,1.0882,-0.3916,0.1792,-5.8951,-5.8951,-5.8951
7.0202,-4.9682,4.8581,1.0882,-0.3916,0.1792,-5.8951,-5.8951,-5.8951
