AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ
4.1111,-3.8716,8.2484,-0.9643,-0.22899999999999998,0.0609,10.1824,10.1824,10.1824
4.0847,-3.886,8.3299,-0.9419,-0.2351,0.0686,10.1824,10.1824,10.1824
4.0799,-3.8405,8.3777,-0.9262,-0.2258,0.0766,9.8251,9.8251,9.8251
4.0799,-3.8405,8.3777,-0.9262,-0.2258,0.0766,9.8251,9.8251,9.8251
4.0847,-3.8764,8.4089,-0.955,-0.2039,0.0737,9.8251,9.8251,9.8251
4.0751,-3.8573,8.3299,-0.9555,-0.1826,0.0753,9.8251,9.8251,9.8251
4.0751,-3.8573,8.3299,-0.9555,-0.1826,0.0753,9.8251,9.8251,9.8251
4.0680000000000005,-3.8884,8.2963,-0.9443,-0.1706,0.0742,9.8251,9.8251,9.8251
4.0512,-3.8596,8.2245,-0.9111,-0.1712,0.0782,9.8251,9.8251,9.8251
4.0512,-3.8596,8.2245,-0.9111,-0.1712,0.0782,9.8251,9.8251,9.8251
4.0608,-3.8022,8.1383,-0.8951,-0.1845,0.07400000000000001,9.8251,9.8251,9.8251
4.056,-3.8956,8.1383,-0.9923,-0.2087,0.05,9.8251,9.8251,9.8251
4.056,-3.8956,8.1383,-0.9923,-0.2087,0.05,9.8251,9.8251,9.8251
4.0344,-4.123,8.3059,-1.0139,-0.2279,0.0524,9.8251,9.8251,9.8251
3.9937,-4.0296,8.507,-0.9196,-0.2202,0.1009,9.8251,9.8251,9.8251
3.9937,-4.0296,8.507,-0.9196,-0.2202,0.1009,9.8251,9.8251,9.8251
3.9865,-3.8573,8.4328,-0.9055,-0.1877,0.1219,9.8251,9.8251,9.8251
3.9865,-3.9027,8.3753,-0.9334,-0.1661,0.1126,9.8251,9.8251,9.8251
3.9865,-3.9027,8.3753,-0.9334,-0.1661,0.1126,9.8251,9.8251,9.8251
3.9746,-3.9698,8.2461,-0.9606,-0.1584,0.1089,9.8251,9.8251,9.8251
3.9435,-4.1063,8.27,-1.0101,-0.1672,0.1115,9.2892,9.2892,9.2892
3.9435,-4.1063,8.27,-1.0101,-0.1672,0.1115,9.2892,9.2892,9.2892
3.8716,-4.2092,8.27,-1.0767,-0.17600000000000002,0.1299,9.2892,9.2892,9.2892
3.2994,-4.2595,8.5525,-1.1696,-0.1728,0.1488,9.2892,9.2892,9.2892
3.2994,-4.2595,8.5525,-1.1696,-0.1728,0.1488,9.2892,9.2892,9.2892
2.8923,-4.5444,7.6618,-1.2709,-0.1507,0.1176,9.2892,9.2892,9.2892
2.4278,-5.052,8.3442,-0.9901,-0.5195,0.2577,9.2892,9.2892,9.2892
2.4278,-5.052,8.3442,-0.9901,-0.5195,0.2577,9.2892,9.2892,9.2892
3.0025,-4.3744,8.2245,-0.5382,-0.8444,0.6367,9.2892,9.2892,9.2892
4.1901,-4.226,7.9396,-0.4562,-0.9315,0.8306,9.2892,9.2892,9.2892
4.1901,-4.226,7.9396,-0.4562,-0.9315,0.8306,9.2892,9.2892,9.2892
4.3026,-4.0488,7.8007,-0.6048,-0.6796,0.7267,9.2892,9.2892,9.2892
4.3026,-4.0488,7.8007,-0.6048,-0.6796,0.7267,9.2892,9.2892,9.2892
3.9458,-4.1853,7.7696,-0.8855,-0.3992,0.3299,9.2892,9.2892,9.2892
4.0895,-4.5636,7.8366,-0.9776,-0.2841,-0.0342,9.2892,9.2892,9.2892
4.0895,-4.5636,7.8366,-0.9776,-0.2841,-0.0342,9.2892,9.2892,9.2892
4.3481,-4.8964,8.1024,-0.988,-0.2535,-0.2469,9.2892,9.2892,9.2892
4.6043,-4.9084,8.1718,-0.9899,-0.2042,-0.264,9.2892,9.2892,9.2892
4.6043,-4.9084,8.1718,-0.9899,-0.2042,-0.264,9.2892,9.2892,9.2892
4.5971,-4.6833,8.1287,-0.9470000000000001,-0.1216,-0.1828,9.2892,9.2892,9.2892
4.5037,-4.4415,8.1766,-0.9113,-0.0825,-0.1636,10.0037,10.0037,10.0037
4.5037,-4.4415,8.1766,-0.9113,-0.0825,-0.1636,10.0037,10.0037,10.0037
4.475,-4.3481,8.3131,-0.8802,-0.0862,-0.2288,10.0037,10.0037,10.0037
4.5229,-4.3289,8.4184,-0.9246,-0.1142,-0.3468,10.0037,10.0037,10.0037
4.5229,-4.3289,8.4184,-0.9246,-0.1142,-0.3468,10.0037,10.0037,10.0037
4.5756,-4.238,8.4472,-1.0285,-0.1464,-0.4304,10.0037,10.0037,10.0037
4.4439,-4.202,8.5789,-1.0924,-0.1728,-0.4464,10.0037,10.0037,10.0037
4.4439,-4.202,8.5789,-1.0924,-0.1728,-0.4464,10.0037,10.0037,10.0037
4.3241,-4.0608,8.5837,-1.0724,-0.1725,-0.3982,10.0037,10.0037,10.0037
4.3026,-3.9027,8.5813,-1.0304,-0.177,-0.3591,11.0756,11.0756,11.0756
4.3026,-3.9027,8.5813,-1.0304,-0.177,-0.3591,11.0756,11.0756,11.0756
4.2906,-3.7232,8.5334,-1.0338,-0.1909,-0.3735,11.0756,11.0756,11.0756
4.3361,-3.5556,8.4951,-1.0711,-0.2244,-0.4115,11.0756,11.0756,11.0756
4.3361,-3.5556,8.4951,-1.0711,-0.2244,-0.4115,11.0756,11.0756,11.0756
4.3433,-3.4718,8.4352,-1.1119,-0.2572,-0.4209,11.0756,11.0756,11.0756
4.3696,-3.4095,8.3131,-1.1188,-0.2844,-0.3852,11.0756,11.0756,11.0756
4.3696,-3.4095,8.3131,-1.1188,-0.2844,-0.3852,11.0756,11.0756,11.0756
4.3839999999999995,-3.3616,8.2437,-1.1065,-0.2905,-0.3404,11.0756,11.0756,11.0756
4.463,-3.2706,8.1455,-1.0525,-0.2897,-0.2912,10.5397,10.5397,10.5397
4.463,-3.2706,8.1455,-1.0525,-0.2897,-0.2912,10.5397,10.5397,10.5397
