AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ
5.8541,-6.3186,5.2651,-0.297,-0.3696,0.6243,-13.2192,-13.2192,-13.2192
5.8541,-6.3186,5.2651,-0.297,-0.3696,0.6243,-13.2192,-13.2192,-13.2192
5.8278,-6.1247,5.301,-0.2445,-0.3797,0.6621,-13.2192,-13.2192,-13.2192
5.8134,-5.9643,5.4399,-0.2451,-0.3808,0.6618,-13.2192,-13.2192,-13.2192
5.8134,-5.9643,5.4399,-0.2451,-0.3808,0.6618,-13.2192,-13.2192,-13.2192
5.8398,-6.151,5.3298,-0.2991,-0.3688,0.6309,-11.7901,-11.7901,-11.7901
5.8302,-6.1774,5.3465,-0.289,-0.3696,0.6347,-11.7901,-11.7901,-11.7901
5.8302,-6.1774,5.3465,-0.289,-0.3696,0.6347,-11.7901,-11.7901,-11.7901
5.8445,-6.138999999999999,5.234,-0.2776,-0.3654,0.6461,-11.7901,-11.7901,-11.7901
5.8206,-6.0576,5.3848,-0.2445,-0.3712,0.6533,-11.7901,-11.7901,-11.7901
5.8206,-6.0576,5.3848,-0.2445,-0.3712,0.6533,-11.7901,-11.7901,-11.7901
5.811,-6.06,5.4591,-0.2413,-0.359,0.6424,-11.7901,-11.7901,-11.7901
5.8445,-6.0912,5.325,-0.272,-0.3371,0.6248,-11.7901,-11.7901,-11.7901
5.8445,-6.0912,5.325,-0.272,-0.3371,0.6248,-11.7901,-11.7901,-11.7901
5.8613,-6.3474,5.1885,-0.2919,-0.3331,0.6187,-11.7901,-11.7901,-11.7901
5.8589,-6.4431,5.2053,-0.2259,-0.3504,0.6666,-12.1474,-12.1474,-12.1474
5.8589,-6.4431,5.2053,-0.2259,-0.3504,0.6666,-12.1474,-12.1474,-12.1474
5.835,-6.1199,5.2484,-0.1433,-0.3683,0.7276,-12.1474,-12.1474,-12.1474
5.8014,-5.8685,5.3226,-0.1255,-0.3808,0.7265,-12.1474,-12.1474,-12.1474
5.8014,-5.8685,5.3226,-0.1255,-0.3808,0.7265,-12.1474,-12.1474,-12.1474
5.7727,-6.0145,5.5692,-0.1843,-0.3784,0.6786,-12.1474,-12.1474,-12.1474
4.9491,-5.9619,5.9762,-0.2408,-0.3329,0.648,-12.1474,-12.1474,-12.1474
4.9491,-5.9619,5.9762,-0.2408,-0.3329,0.648,-12.1474,-12.1474,-12.1474
5.7081,-6.3521,5.1622,-0.2112,-0.1326,0.5891,-12.1474,-12.1474,-12.1474
5.2555,-6.2252,5.3777,-0.268,-0.1028,0.5007,-12.6833,-12.6833,-12.6833
5.2555,-6.2252,5.3777,-0.268,-0.1028,0.5007,-12.6833,-12.6833,-12.6833
4.9634,-6.7496,4.724,-0.2419,-0.2375,0.375,-12.6833,-12.6833,-12.6833
5.0185,-7.3051,5.38,0.0141,-0.5720000000000001,0.35,-12.6833,-12.6833,-12.6833
5.0185,-7.3051,5.38,0.0141,-0.5720000000000001,0.35,-12.6833,-12.6833,-12.6833
5.4423,-7.2572,5.5165,0.1328,-0.5342,0.3015,-12.6833,-12.6833,-12.6833
5.4423,-7.2572,5.5165,0.1328,-0.5342,0.3015,-12.6833,-12.6833,-12.6833
5.7607,-7.5254,5.926,-0.0144,-0.2791,0.204,-12.6833,-12.6833,-12.6833
5.4255,-7.1087,4.3289,-0.3178,0.1255,0.0163,-12.6833,-12.6833,-12.6833
6.1151,-7.8055,3.8429,-0.2712,0.0648,-0.1078,-12.6833,-12.6833,-12.6833
6.1151,-7.8055,3.8429,-0.2712,0.0648,-0.1078,-15.7202,-15.7202,-15.7202
6.6083,-7.1351,4.2284,0.1185,-0.1137,0.0006,-15.7202,-15.7202,-15.7202
6.6083,-7.1351,4.2284,0.1185,-0.1137,0.0006,-15.7202,-15.7202,-15.7202
7.3242,-6.5317,4.7695,0.4133,-0.2032,0.1116,-15.7202,-15.7202,-15.7202
7.9563,-5.5979,5.6889,0.5129,-0.2458,0.3556,-15.7202,-15.7202,-15.7202
7.9563,-5.5979,5.6889,0.5129,-0.2458,0.3556,-15.7202,-15.7202,-15.7202
7.5325,-4.4439,6.0433,0.4135,-0.1052,0.5838,-15.7202,-15.7202,-15.7202
7.0848,-3.9195,6.0098,0.2556,0.0192,0.6032,-15.7202,-15.7202,-15.7202
7.0848,-3.9195,6.0098,0.2556,0.0192,0.6032,-15.7202,-15.7202,-15.7202
6.7664,-3.862,6.4575,0.2279,0.0325,0.5494,-18.9356,-18.9356,-18.9356
6.2109,-3.5580000000000003,6.5844,0.14400000000000002,-0.0064,0.5412,-18.9356,-18.9356,-18.9356
6.2109,-3.5580000000000003,6.5844,0.14400000000000002,-0.0064,0.5412,-18.9356,-18.9356,-18.9356
5.7392,-3.5795,6.6778,-0.0171,-0.0484,0.4807,-18.9356,-18.9356,-18.9356
5.6937,-3.886,6.6059,-0.134,-0.0799,0.4365,-18.9356,-18.9356,-18.9356
5.6937,-3.886,6.6059,-0.134,-0.0799,0.4365,-18.9356,-18.9356,-18.9356
5.8254,-3.9075,6.4431,-0.1271,-0.1606,0.4847,-18.9356,-18.9356,-18.9356
6.0217,-3.9435,6.3329999999999975,-0.0967,-0.2567,0.5385,-18.9356,-18.9356,-18.9356
6.0217,-3.9435,6.3329999999999975,-0.0967,-0.2567,0.5385,-18.9356,-18.9356,-18.9356
5.8613,-4.0584,6.3905,-0.158,-0.2895,0.4709,-18.9356,-18.9356,-18.9356
5.55,-4.4678,6.3329999999999975,-0.1798,-0.2708,0.4187,-19.6502,-19.6502,-19.6502
5.55,-4.4678,6.3329999999999975,-0.1798,-0.2708,0.4187,-19.6502,-19.6502,-19.6502
5.7464,-4.5109,6.4239999999999995,-0.0573,-0.3382,0.5795,-19.6502,-19.6502,-19.6502
5.6602,-4.3792,6.5628,-0.0312,-0.3845,0.7249,-19.6502,-19.6502,-19.6502
5.6602,-4.3792,6.5628,-0.0312,-0.3845,0.7249,-19.6502,-19.6502,-19.6502
5.5022,-4.5325,6.4958,-0.0331,-0.4365,0.7859,-19.6502,-19.6502,-19.6502
5.9714,-4.0680000000000005,6.8789,0.1038,-0.5251,0.8171,-19.6502,-19.6502,-19.6502
5.9714,-4.0680000000000005,6.8789,0.1038,-0.5251,0.8171,-19.6502,-19.6502,-19.6502
6.0361,-3.9411,6.9148,-0.0379,-0.4674,0.6648,-19.6502,-19.6502,-19.6502
5.9978,-4.7958,6.3761,-0.276,-0.3883,0.4948,-18.2211,-18.2211,-18.2211
5.9978,-4.7958,6.3761,-0.276,-0.3883,0.4948,-18.2211,-18.2211,-18.2211
6.2396,-5.246,6.4814,-0.2664,-0.3936,0.5444,-18.2211,-18.2211,-18.2211
5.7943,-4.9419,6.6969,-0.1899,-0.3667,0.6845,-18.2211,-18.2211,-18.2211
5.7943,-4.9419,6.6969,-0.1899,-0.3667,0.6845,-18.2211,-18.2211,-18.2211
5.0017,-4.8868,6.763999999999999,-0.2283,-0.3787,0.6592,-18.2211,-18.2211,-18.2211
5.586,-4.8461,6.7544,-0.1684,-0.4753,0.5076,-18.2211,-18.2211,-18.2211
5.586,-4.8461,6.7544,-0.1684,-0.4753,0.5076,-18.2211,-18.2211,-18.2211
6.5485,-4.5516,6.7041,-0.1021,-0.4921,0.44799999999999995,-18.2211,-18.2211,-18.2211
6.8286,-4.4487,6.345,-0.2304,-0.3755,0.4914,-19.2929,-19.2929,-19.2929
6.8286,-4.4487,6.345,-0.2304,-0.3755,0.4914,-19.2929,-19.2929,-19.2929
6.6802,-4.5588,6.5054,-0.2922,-0.2085,0.563,-19.2929,-19.2929,-19.2929
5.0616,-4.5492,6.06,-0.3985,-0.0727,0.5343,-19.2929,-19.2929,-19.2929
5.0616,-4.5492,6.06,-0.3985,-0.0727,0.5343,-19.2929,-19.2929,-19.2929
5.4638,-5.1885,7.159,-0.2397,-0.3534,0.4749,-19.2929,-19.2929,-19.2929
6.3641,-4.1877,6.1438,-0.1127,-0.3366,0.5513,-19.2929,-19.2929,-19.2929
6.3641,-4.1877,6.1438,-0.1127,-0.3366,0.5513,-19.2929,-19.2929,-19.2929
6.1678,-4.2284,6.649,-0.163,-0.4058,0.5545,-19.2929,-19.2929,-19.2929
6.0768,-4.4343,6.7807,-0.1569,-0.4266,0.5452,-19.8288,-19.8288,-19.8288
6.0768,-4.4343,6.7807,-0.1569,-0.4266,0.5452,-19.8288,-19.8288,-19.8288
6.0959,-4.5923,6.6203,-0.1846,-0.3968,0.5433,-19.8288,-19.8288,-19.8288
6.1486,-4.6163,6.2324,-0.1657,-0.3739,0.5907,-19.8288,-19.8288,-19.8288
6.1486,-4.6163,6.2324,-0.1657,-0.3739,0.5907,-19.8288,-19.8288,-19.8288
5.9403,-4.5372,6.7568,-0.24,-0.4181,0.6581,-19.8288,-19.8288,-19.8288
6.0481,-4.5684,6.5054,-0.3492,-0.4191,0.7649,-19.8288,-19.8288,-19.8288
6.0481,-4.5684,6.5054,-0.3492,-0.4191,0.7649,-19.8288,-19.8288,-19.8288
6.0313,-4.2619,6.685,-0.4837,-0.4429,0.8602,-19.8288,-19.8288,-19.8288
6.151,-4.4343,6.4288,-0.4959,-0.3968,0.8083,-19.8288,-19.8288,-19.8288
6.151,-4.4343,6.4288,-0.4959,-0.3968,0.8083,-19.8288,-19.8288,-19.8288
6.0983,-4.6833,6.3593,-0.5164,-0.3901,0.7676,-19.1143,-19.1143,-19.1143
5.8852,-4.8006,6.2396,-0.522,-0.401,0.8088,-19.1143,-19.1143,-19.1143
5.8852,-4.8006,6.2396,-0.522,-0.401,0.8088,-19.1143,-19.1143,-19.1143
5.8254,-5.0185,6.2707,-0.4531,-0.4325,0.9689,-19.1143,-19.1143,-19.1143
5.9643,-4.5013,6.3474,-0.33,-0.4263,1.1082,-19.1143,-19.1143,-19.1143
5.9643,-4.5013,6.3474,-0.33,-0.4263,1.1082,-19.1143,-19.1143,-19.1143
5.8229999999999995,-4.5348,6.2085,-0.3886,-0.3494,0.9646,-19.1143,-19.1143,-19.1143
5.7464,-4.7408,6.1534,-0.4794,-0.3116,0.8853,-19.1143,-19.1143,-19.1143
5.7464,-4.7408,6.1534,-0.4794,-0.3116,0.8853,-19.1143,-19.1143,-19.1143
5.6602,-5.1598,6.2372,-0.4445,-0.3254,0.9843,-18.2211,-18.2211,-18.2211
5.6769,-5.2172,6.084,-0.3844,-0.3206,1.1345,-18.2211,-18.2211,-18.2211
5.6769,-5.2172,6.084,-0.3844,-0.3206,1.1345,-18.2211,-18.2211,-18.2211
6.0959,-5.1598,6.2037,-0.3636,-0.2895,1.1452,-18.2211,-18.2211,-18.2211
5.8972,-5.1143,6.3665,-0.4174,-0.2671,0.9782,-18.2211,-18.2211,-18.2211
5.8972,-5.1143,6.3665,-0.4174,-0.2671,0.9782,-18.2211,-18.2211,-18.2211
5.5955,-5.5381,6.2372,-0.5617,-0.2317,0.8584,-18.2211,-18.2211,-18.2211
5.5716,-5.2699,6.1941,-0.6054,-0.188,0.8765,-18.2211,-18.2211,-18.2211
5.5716,-5.2699,6.1941,-0.6054,-0.188,0.8765,-18.2211,-18.2211,-18.2211
5.6099,-5.5261,6.1438,-0.5782,-0.1608,0.8901,-16.4347,-16.4347,-16.4347
5.9044,-5.574,5.9475,-0.55,-0.1627,0.8986,-16.4347,-16.4347,-16.4347
5.9044,-5.574,5.9475,-0.55,-0.1627,0.8986,-16.4347,-16.4347,-16.4347
5.7272,-5.7655,5.7631,-0.5519,-0.2034,0.8078,-16.4347,-16.4347,-16.4347
5.3729,-6.0864,5.5309,-0.5215,-0.2716,0.7974,-16.4347,-16.4347,-16.4347
5.3729,-6.0864,5.5309,-0.5215,-0.2716,0.7974,-16.4347,-16.4347,-16.4347
