AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ
7.6092,-6.1319,1.6904,0.1885,0.0319,-0.1381,-10.1824,-10.1824,-10.1824
7.6092,-6.1319,1.6904,0.1885,0.0319,-0.1381,-10.1824,-10.1824,-10.1824
7.5876,-6.06,1.7407,0.1837,0.0263,-0.1395,-10.1824,-10.1824,-10.1824
7.5924,-6.0289,1.8293,0.1552,0.0285,-0.1469,-10.1824,-10.1824,-10.1824
7.5924,-6.0289,1.8293,0.1552,0.0285,-0.1469,-10.1824,-10.1824,-10.1824
7.5852,-6.0744,1.8364,0.0801,0.0434,-0.1672,-10.1824,-10.1824,-10.1824
7.6044,-6.1079,1.6976,0.0132,0.0567,-0.1842,-10.1824,-10.1824,-10.1824
7.6044,-6.1079,1.6976,0.0132,0.0567,-0.1842,-10.1824,-10.1824,-10.1824
7.6355,-6.242000000000001,1.5755,0.0287,0.0498,-0.1797,-12.1474,-12.1474,-12.1474
7.6307,-6.2252,1.6856,0.1008,0.0332,-0.1477,-12.1474,-12.1474,-12.1474
7.6307,-6.2252,1.6856,0.1008,0.0332,-0.1477,-12.1474,-12.1474,-12.1474
7.5756,-6.0936,1.8508,0.1349,0.0301,-0.1261,-12.1474,-12.1474,-12.1474
7.5756,-6.0074,1.8436,0.0361,0.0516,-0.1459,-12.1474,-12.1474,-12.1474
7.5756,-6.0074,1.8436,0.0361,0.0516,-0.1459,-12.1474,-12.1474,-12.1474
7.6283,-6.1486,1.6186,-0.0709,0.0737,-0.1773,-12.1474,-12.1474,-12.1474
7.6475,-6.2851,1.4653,-0.0723,0.0599,-0.1725,-12.1474,-12.1474,-12.1474
7.6475,-6.2851,1.4653,-0.0723,0.0599,-0.1725,-12.1474,-12.1474,-12.1474
7.6187,-6.2085,1.5491,0.0316,0.0282,-0.1349,-11.7901,-11.7901,-11.7901
7.5996,-6.1965,1.7383,0.0811,0.0146,-0.1139,-11.7901,-11.7901,-11.7901
7.5996,-6.1965,1.7383,0.0811,0.0146,-0.1139,-11.7901,-11.7901,-11.7901
7.6163,-6.2492,1.5898,0.0396,0.0234,-0.1059,-11.7901,-11.7901,-11.7901
7.6235,-6.2636,1.3983,0.0385,0.0151,-0.0841,-11.7901,-11.7901,-11.7901
7.6235,-6.2636,1.3983,0.0385,0.0151,-0.0841,-11.7901,-11.7901,-11.7901
7.6044,-6.3689,1.4797,0.1549,-0.0182,-0.0455,-11.7901,-11.7901,-11.7901
7.5493,-6.4288,1.8269,0.2503,-0.0395,0.002,-11.7901,-11.7901,-11.7901
7.5493,-6.4288,1.8269,0.2503,-0.0395,0.002,-11.7901,-11.7901,-11.7901
7.5278,-6.4288,1.8221,0.1983,-0.016,0.0339,-11.7901,-11.7901,-11.7901
7.5278,-6.5221,1.6114,0.0835,0.0135,0.0616,-11.7901,-11.7901,-11.7901
7.5278,-6.5221,1.6114,0.0835,0.0135,0.0616,-11.7901,-11.7901,-11.7901
7.5397,-6.8023,1.3791,-0.0057,0.0093,0.1071,-11.7901,-11.7901,-11.7901
7.5445,-7.1375,1.099,-0.0001,-0.0328,0.1964,-11.7901,-11.7901,-11.7901
7.5445,-7.1375,1.099,-0.0001,-0.0328,0.1964,-11.7901,-11.7901,-11.7901
6.9842,-7.42,1.1086,0.2138,-0.1106,0.3639,-11.7901,-11.7901,-11.7901
7.0297,-7.3697,1.5276,0.3677,-0.0807,0.595,-11.7901,-11.7901,-11.7901
7.0297,-7.3697,1.5276,0.3677,-0.0807,0.595,-11.7901,-11.7901,-11.7901
5.7488,-5.4543,0.9338,0.1131,0.1259,0.5125,-11.7901,-11.7901,-11.7901
6.2205,-7.5948,1.0631,-0.1897,0.0407,-0.2471,-13.0406,-13.0406,-13.0406
6.2205,-7.5948,1.0631,-0.1897,0.0407,-0.2471,-13.0406,-13.0406,-13.0406
6.8741,-7.7696,0.68,-0.1396,-0.0315,-0.3589,-13.0406,-13.0406,-13.0406
6.7233,-6.9962,0.6632,0.2007,-0.1148,-0.2463,-13.0406,-13.0406,-13.0406
6.7233,-6.9962,0.6632,0.2007,-0.1148,-0.2463,-13.0406,-13.0406,-13.0406
7.2213,-7.4248,1.2187,0.221,-0.0698,-0.4377,-13.0406,-13.0406,-13.0406
8.1958,-6.9148,0.4166,0.1533,0.0601,-0.4359,-13.0406,-13.0406,-13.0406
8.1958,-6.9148,0.4166,0.1533,0.0601,-0.4359,-13.0406,-13.0406,-13.0406
8.7584,-6.4599,0.40700000000000003,0.35700000000000004,0.0013,-0.2329,-13.0406,-13.0406,-13.0406
8.859,-6.0816,0.8787,0.5903,-0.0813,0.0273,-10.360999999999999,-10.360999999999999,-10.360999999999999
8.859,-6.0816,0.8787,0.5903,-0.0813,0.0273,-10.360999999999999,-10.360999999999999,-10.360999999999999
