AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ
5.8493,-6.6969,4.0632,-0.2734,0.1148,0.2068,-4.2873,-4.2873,-4.2873
5.8493,-6.7879,3.9889,-0.3615,0.1462,0.1324,-4.6446,-4.6446,-4.6446
5.8493,-6.7879,3.9889,-0.3615,0.1462,0.1324,-4.6446,-4.6446,-4.6446
5.9212,-7.1925,3.6202,-0.4023,0.1614,0.0832,-4.6446,-4.6446,-4.6446
5.9092,-7.2261,3.7016,-0.3203,0.1204,0.1127,-4.6446,-4.6446,-4.6446
5.9092,-7.2261,3.7016,-0.3203,0.1204,0.1127,-4.6446,-4.6446,-4.6446
5.8469,-6.9842,4.123,-0.2723,0.0906,0.145,-4.6446,-4.6446,-4.6446
5.8469,-6.9004,4.2834,-0.332,0.1281,0.125,-4.6446,-4.6446,-4.6446
5.8469,-6.9004,4.2834,-0.332,0.1281,0.125,-4.6446,-4.6446,-4.6446
5.8757,-7.0704,4.0273,-0.4417,0.1939,0.0861,-4.6446,-4.6446,-4.6446
5.8757,-7.0704,4.0273,-0.4417,0.1939,0.0861,-4.6446,-4.6446,-4.6446
5.9283,-7.3362,3.6274,-0.4718,0.2176,0.0898,-5.0019,-5.0019,-5.0019
5.9164,-7.2955,3.5843,-0.3895,0.1758,0.1514,-5.0019,-5.0019,-5.0019
5.9164,-7.2955,3.5843,-0.3895,0.1758,0.1514,-5.0019,-5.0019,-5.0019
5.8829,-7.1471,3.7711,-0.3091,0.1228,0.2113,-5.0019,-5.0019,-5.0019
5.8685,-6.9866,3.9363,-0.2998,0.1039,0.231,-5.0019,-5.0019,-5.0019
5.8685,-6.9866,3.9363,-0.2998,0.1039,0.231,-5.0019,-5.0019,-5.0019
5.8493,-6.9292,4.0344,-0.3663,0.1121,0.2105,-5.0019,-5.0019,-5.0019
5.8613,-6.9316,3.9339,-0.4367,0.1326,0.17800000000000002,-5.0019,-5.0019,-5.0019
5.8613,-6.9316,3.9339,-0.4367,0.1326,0.17800000000000002,-5.0019,-5.0019,-5.0019
5.8829,-7.0106,3.7687,-0.4825,0.1409,0.1495,-5.7164,-5.7164,-5.7164
5.8829,-7.0106,3.7687,-0.4825,0.1409,0.1495,-5.7164,-5.7164,-5.7164
