AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ
4.894,-5.6219,6.5269,0.6234,-0.0349,0.0549,22.3298,22.3298,22.3298
4.8748,-5.4471,6.6945,0.6407,-0.0586,0.0498,21.4366,21.4366,21.4366
4.8844,-5.4088,6.8741,0.5999,-0.0498,0.0019,21.4366,21.4366,21.4366
4.8844,-5.4088,6.8741,0.5999,-0.0498,0.0019,21.4366,21.4366,21.4366
4.9155,-5.5596,6.685,0.5014,-0.0213,-0.0556,21.4366,21.4366,21.4366
4.9634,-5.7631,6.4743,0.4607,-0.0205,-0.0809,21.4366,21.4366,21.4366
4.9634,-5.7631,6.4743,0.4607,-0.0205,-0.0809,21.4366,21.4366,21.4366
4.9706,-5.9714,6.5628,0.5009,-0.045,-0.0559,21.4366,21.4366,21.4366
4.9706,-5.9571,6.6634,0.5760000000000001,-0.0562,0.0016,21.4366,21.4366,21.4366
4.9706,-5.9571,6.6634,0.5760000000000001,-0.0562,0.0016,21.4366,21.4366,21.4366
4.961,-5.8086,6.7544,0.6284,-0.0469,0.0551,22.6871,22.6871,22.6871
4.9443,-5.7009,6.7735,0.6386,-0.0192,0.0786,22.6871,22.6871,22.6871
4.9443,-5.7009,6.7735,0.6386,-0.0192,0.0786,22.6871,22.6871,22.6871
4.9706,-5.7823,6.6179,0.6221,0.0109,0.0794,22.6871,22.6871,22.6871
4.9778,-5.8541,6.5437,0.6508,0.0176,0.0999,22.6871,22.6871,22.6871
4.9778,-5.8541,6.5437,0.6508,0.0176,0.0999,22.6871,22.6871,22.6871
4.9563,-5.7416,6.7376,0.7326,0.0085,0.139,22.6871,22.6871,22.6871
4.9132,-5.574,6.9962,0.8093,0.0312,0.1561,22.6871,22.6871,22.6871
4.9132,-5.574,6.9962,0.8093,0.0312,0.1561,22.6871,22.6871,22.6871
4.9227,-5.416,6.8669,0.7869,0.0906,0.1308,22.1511,22.1511,22.1511
4.9395,-5.3896,6.5173,0.6785,0.1241,0.0738,22.1511,22.1511,22.1511
4.9395,-5.3896,6.5173,0.6785,0.1241,0.0738,22.1511,22.1511,22.1511
4.9395,-5.4423,6.2324,0.5720000000000001,0.0959,0.0144,22.1511,22.1511,22.1511
4.9299,-5.586,6.4024,0.5286,0.027999999999999997,-0.0253,22.1511,22.1511,22.1511
4.9299,-5.586,6.4024,0.5286,0.027999999999999997,-0.0253,22.1511,22.1511,22.1511
4.9467,-5.6769,6.5652,0.4854,-0.0178,-0.0434,22.1511,22.1511,22.1511
4.9443,-5.5788,6.5916,0.4793,-0.0399,-0.0461,22.1511,22.1511,22.1511
4.9443,-5.5788,6.5916,0.4793,-0.0399,-0.0461,22.1511,22.1511,22.1511
4.9395,-5.4495,6.6826,0.4561,-0.0527,-0.065,22.1511,22.1511,22.1511
4.9993,-5.7296,6.6682,0.3432,-0.0405,-0.1148,22.1511,22.1511,22.1511
4.9993,-5.7296,6.6682,0.3432,-0.0405,-0.1148,22.1511,22.1511,22.1511
5.0448,-6.0983,6.4216,0.3219,-0.0253,-0.1102,22.1511,22.1511,22.1511
5.0592,-6.0193,6.3857,0.4473,-0.0391,-0.0319,22.1511,22.1511,22.1511
5.0592,-6.0193,6.3857,0.4473,-0.0391,-0.0319,22.1511,22.1511,22.1511
5.052,-5.6554,6.5006,0.5592,-0.0612,0.0288,22.1511,22.1511,22.1511
5.0281,-5.4686,6.6658,0.5749,-0.0631,0.0163,22.1511,22.1511,22.1511
5.0281,-5.4686,6.6658,0.5749,-0.0631,0.0163,22.1511,22.1511,22.1511
5.0329,-5.5117,6.8621,0.5041,-0.0322,-0.0413,22.1511,22.1511,22.1511
5.0568,-5.8038,6.7568,0.35600000000000004,0.0285,-0.0975,21.7939,21.7939,21.7939
5.0568,-5.8038,6.7568,0.35600000000000004,0.0285,-0.0975,21.7939,21.7939,21.7939
5.1071,-6.3019,6.4048,0.2817,0.0756,-0.0927,21.7939,21.7939,21.7939
5.143,-6.2851,6.2324,0.4529,0.0674,0.0131,21.7939,21.7939,21.7939
5.143,-6.2851,6.2324,0.4529,0.0674,0.0131,21.7939,21.7939,21.7939
5.0760000000000005,-5.8182,6.4719,0.6841,0.0357,0.1188,21.7939,21.7939,21.7939
5.064,-5.4327,6.5676,0.7478,0.0402,0.127,21.7939,21.7939,21.7939
5.064,-5.4327,6.5676,0.7478,0.0402,0.127,21.7939,21.7939,21.7939
5.0592,-5.3393,6.4695,0.6298,0.0597,0.0509,21.7939,21.7939,21.7939
5.0664,-5.6817,6.3857,0.4434,0.0677,-0.0469,21.4366,21.4366,21.4366
5.0664,-5.6817,6.3857,0.4434,0.0677,-0.0469,21.4366,21.4366,21.4366
5.0784,-5.9571,6.2348,0.4023,0.0599,-0.073,21.4366,21.4366,21.4366
5.1071,-6.0409,6.1989,0.5198,0.0325,-0.033,21.4366,21.4366,21.4366
5.1071,-6.0409,6.1989,0.5198,0.0325,-0.033,21.4366,21.4366,21.4366
5.0736,-5.968999999999999,6.4072,0.6769,0.0059,0.0256,21.4366,21.4366,21.4366
5.0760000000000005,-5.8517,6.5557,0.7304,0.0067,0.0599,21.4366,21.4366,21.4366
5.0760000000000005,-5.8517,6.5557,0.7304,0.0067,0.0599,21.4366,21.4366,21.4366
5.0784,-5.7416,6.5006,0.6993,0.0269,0.0661,21.4366,21.4366,21.4366
5.0951,-5.7416,6.3329999999999975,0.6117,0.0346,0.0487,22.6871,22.6871,22.6871
5.0951,-5.7416,6.3329999999999975,0.6117,0.0346,0.0487,22.6871,22.6871,22.6871
5.1095,-5.8302,6.1893,0.5488,0.0187,0.033,22.6871,22.6871,22.6871
5.1143,-5.8206,6.2396,0.5605,-0.0221,0.0394,22.6871,22.6871,22.6871
5.1143,-5.8206,6.2396,0.5605,-0.0221,0.0394,22.6871,22.6871,22.6871
5.0784,-5.7679,6.3976,0.5914,-0.0533,0.0464,22.6871,22.6871,22.6871
5.0999,-5.8086,6.4096,0.5773,-0.0572,0.0405,22.6871,22.6871,22.6871
5.0999,-5.8086,6.4096,0.5773,-0.0572,0.0405,22.6871,22.6871,22.6871
5.1023,-5.8229999999999995,6.4503,0.5691,-0.0572,0.0405,22.6871,22.6871,22.6871
5.143,-5.72,6.3402,0.5659,-0.0533,0.0405,21.9725,21.9725,21.9725
5.143,-5.72,6.3402,0.5659,-0.0533,0.0405,21.9725,21.9725,21.9725
5.1382,-5.7248,6.3857,0.5579,-0.057,0.0227,21.9725,21.9725,21.9725
5.155,-5.811,6.3713,0.5416,-0.0517,0.0016,21.9725,21.9725,21.9725
5.155,-5.811,6.3713,0.5416,-0.0517,0.0016,21.9725,21.9725,21.9725
5.1622,-6.0313,6.4048,0.5677,-0.0447,0.0067,21.9725,21.9725,21.9725
5.1454,-5.968999999999999,6.5772,0.6319,-0.0338,0.0501,21.9725,21.9725,21.9725
